0.0055056154	0.04991851	-0.04803013	-0.065128	0.011186529	-0.0064834817	-0.03640173	0.027520057	0.02228173	0.06492556	0.039987154	0.021699786	0.037094995	0.027356362	0.043331306	0.009693377
0.03738539	0.09337406	-0.07945594	-0.08346003	-0.06864412	0.09062323	-0.0173214	0.13480483	0.047599636	0.11372698	-0.0674522	-0.08544695	0.0687043	0.105132915	0.13636664	0.105865575
-0.04360265	0.1823391	-0.14639269	-0.10207508	-0.12576392	0.14489853	-0.09529997	0.19888797	0.1452427	0.18840395	-0.03406238	-0.10318764	0.1321796	0.09278946	0.19168623	0.17074129
0.2573481	-0.3553154	0.4511236	-0.12732862	0.39853564	-0.42053488	0.313458	-0.46077332	0.17316137	-0.3909836	0.3243161	0.32785824	-0.3838884	-0.43443227	-0.3952885	-0.4502025
0.039935205	-0.010402321	0.05991302	-0.050784554	0.017956942	-0.07967708	0.0100612035	0.0074124318	0.13916086	0.022307932	-0.017657304	-0.014336884	0.012789638	0.025434688	-0.0589592	-0.06307439
-0.05590412	0.059036892	-0.06033555	-0.01881566	-0.083906524	0.07112431	-0.04885211	0.034429654	-0.049336467	0.058227662	-0.029371874	-0.07270171	0.050220028	0.013145689	0.0070482353	-0.012684516
0.24444886	-0.3910599	0.4549689	-0.25921804	0.35728058	-0.45856807	0.3242996	-0.4098248	0.22703283	-0.41874382	0.30441013	0.3438986	-0.35266736	-0.37868702	-0.45247945	-0.42772192
-0.03584855	0.06064373	-0.09279631	0.012654444	-0.09272579	0.10512779	-0.071456194	0.025049798	0.08466996	0.04250372	-0.046441484	-0.07900604	0.07232337	0.030498138	0.046374585	0.0010916942
0.2538378	-0.28788644	0.40257394	-0.20680207	0.30944532	-0.34300956	0.2325706	-0.37500024	0.24344093	-0.36308956	0.2669528	0.2712967	-0.337698	-0.33970976	-0.35454133	-0.37997362
0.00956675	0.006417995	-0.046155322	-0.014609544	0.032567706	0.0004526794	0.051478833	-0.0019610426	0.053125072	-0.030845918	0.028811652	-0.014991077	0.0037171373	0.0580199	-0.012834888	0.029585538
